Country,Project,Main_fuel,Other_fuels,Location,Status,Capacity,Began_operations,Owner,Capital,CompanyHQ,Shareholders,Notes,Links,Latitude,Longitude,capacity_old,Fuel_test
Equador,Termoeléctrica Gonzalo Zevallos,Gás natural,Vapor,"Guayaquil, Guayas",Ativa,172,1978,CELEC- Electroguayas,Estatal,Guayaquil,,Fue construida por la firma japonesa Mitsubishi Corporation a partir del 10 de enero de 1976,https://www.celec.gob.ec/electroguayas/index.php/generacion/resena-historica-de-la-central-gonzalo-zevallos-g,-2.1956888,-79.9562349,172,Vapor
Equador,Trinitaria,Óleo combustível,,"Guayaquil, Guayas",Ativa,133,1997,CELEC- Electroguayas,Estatal,Guayaquil,,Se adjudicó a la compañía BABCOCK WILCOX ESPAÑOLA,https://www.celec.gob.ec/electroguayas/index.php/generacion/resena-historica-de-la-central-trinitaria,-2.2507729,-79.9111886,133,Vapor
Equador,Termogas Machala I,Gás natural,,"El Guabo, El Oro",Ativa,138,,CELEC-Termogas Machala,Estatal,El Guabo,,"A partir del 27 de mayo de 2011, la actual Central Termogas Machala pasó a ser operada por la Corporación Eléctrica del Ecuador CELEC EP, de conformidad con el convenio establecido entre la anterior operadora, Machala Power Company (MPC), y la Empresa Pública Estratégica CORPORACIÓN ELÉCTRICA DEL ECUADOR CELEC EP",https://www.recursosyenergia.gob.ec/wp-content/uploads/2020/01/4.-EXPANSION-DE-LA-GENERACION.pdf,-3.1154731,-79.8801223,138,Gas
Equador,Termoguayas,Diesel,,"Guayaquil, Guayas",Ativa,150,2006,Termoguayas Generation S.A.,Estatal,Guayaquil,,,https://www.recursosyenergia.gob.ec/wp-content/uploads/2020/01/4.-EXPANSION-DE-LA-GENERACION.pdf,-2.2637132,-79.8646339,150,Diesel
Equador,Termogas Machala II,Gás natural,,"El Guabo, El Oro",Ativa,137,,CELEC-Termogas Machala,Estatal,El Guabo,,,https://www.recursosyenergia.gob.ec/wp-content/uploads/2020/01/4.-EXPANSION-DE-LA-GENERACION.pdf,-3.1154731,-79.8801223,137,Gas
Equador,Victoria II,Gás natural,,"Guayaquil, Guayas",Ativa,115,,INTERVISATRADE S.A.,Privado,Guayaquil,,,,-2.1524948,-80.1201894,115,Gas
Equador,Aníbal Santos,Gás natural,,"Guayaquil, Guayas",Fechada,113,1974,CNEL-Guayaquil,Estatal,Guayaquil,,Fuera de servicio por accidente en febrero 2020,https://www.celec.gob.ec/electroguayas/index.php/sala-de-prensa/noticias/157-una-comision-investigara-el-siniestro-registrado-en-una-unidad-de-generacion-de-la-central-anibal-santos,-2.1524948,-80.1201894,113,Gas
Equador,Enrique García,Gás natural,,"Guayaquil, Guayas",Ativa,102,1997,CELEC-Electroguayas,Estatal,Guayaquil,,,https://www.celec.gob.ec/electroguayas/index.php/generacion/resena-historica-de-la-central-dr-enrique-garcia,-2.0523595,-79.950196,102,Gas
Equador,EPF-Eden Yuturi,Petróleo,,"Orellana, Orellana",Ativa,120,,Petroamazonas,Estatal,Orellana,,,https://www.petroamazonas.gob.ec/wp-content/uploads/2014/08/Tecnolog%C3%ADa-EPF.pdf,-0.5369476,-76.2584246,120,Otro
Equador,Quevedo II,Óleo combustível,,"Quevedo, Los Ríos",Ativa,95,2011,CELEC-Termopichincha,Estatal,Quevedo,,,,-1.0488809,-79.4929824,95,
